name,description,source,url
Circular N° 73 del 22 de Diciembre del 2020,"Instruye sobre las modificaciones introducidas por la Ley N° 21.210 a la Ley sobre Impuesto a la Renta y demás normas legales relacionadas con el nuevo régimen general de tributación sobre renta efectiva según contabilidad completa, vigente a contar del 1° de enero de 2020.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu73.pdf
Circular N° 72 del 11 de Diciembre del 2020,"Tabla de cálculos de reajustes, intereses y multas enero 2021.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu72.pdf
Circular N° 71 del 10 de Diciembre del 2020,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de diciembre de 2020 y el 9 de enero de 2021, ambos inclusive.",Fuente: Oficina de Gestión Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu71.pdf
Circular N° 70 del 10 de Diciembre del 2020,Tablas de Impuesto Único de Segunda Categoría para el mes de enero de 2021 e información adicional relacionada con dicho tributo.,Fuente: Oficina de Gestión Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu70.pdf
Circular N° 69 del 12 de Noviembre del 2020,"Tabla de cálculos de reajustes, intereses y multas diciembre 2020.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu69.pdf
Circular N° 68 del 11 de Noviembre del 2020,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de noviembre de 2020 y el 9 de diciembre de 2020, ambos inclusive.",Fuente: Oficina de Gestión Normativa,https://www.sii.cl/normativa_legislacion/circulares/2020/circu68.pdf
Circular N° 67 del 11 de Noviembre del 2020,Tablas de Impuesto Único de Segunda Categoría para el mes de diciembre de 2020 e información adicional relacionada con dicho tributo.,Fuente: Oficina de Gestión Normativa,https://www.sii.cl/normativa_legislacion/circulares/2020/circu67.pdf
Circular N° 66 del 28 de Octubre del 2020,Imparte instrucciones para la determinación de la tasación fiscal de vehículos motorizados para los fines que indica.,Fuente: Subdirección de Avaluaciones.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu66.pdf
Circular N° 65 del 13 de Octubre del 2020,"Tabla de cálculos de reajustes, intereses y multas noviembre 2020.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu65.pdf
Circular N° 64 del 13 de Octubre del 2020,Tablas de Impuesto Único de Segunda Categoría para el mes de noviembre de 2020 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu64.pdf
Circular N° 63 del 13 de Octubre del 2020,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de octubre de 2020 y el 9 de noviembre de 2020, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu63.pdf
Circular N° 62 del 24 de Septiembre del 2020,"Instruye sobre los nuevos regímenes tributarios incorporados por la Ley N° 21.210, para la micro, pequeña y mediana empresa contenidos en el artículo 14 letra D) de la Ley sobre Impuesto a la Renta, que rigen a contar del 1° de enero de 2020. Reemplaza la Circular N°43 de 2016.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu62.pdf
Circular N° 61 del 11 de Septiembre del 2020,Imparte instrucciones sobre el Procedimiento General de Devolución o Recuperación de los Impuestos del D.L. N° 825 de 1974.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu61.pdf
Circular N° 60 del 11 de Septiembre del 2020,"Instruye sobre modificaciones introducidas por la Ley N° 21.210, en los regímenes tributarios establecidos en el Decreto Ley N° 3.529 de 1980, Decreto con Fuerza de ley N° 341 de 1977, del Ministerio de Hacienda, y en las leyes N°s 18.392, 19.149, 19.420, 19.709, 19.606 y 19.853.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu60.pdf
Circular N° 59 del 10 de Septiembre del 2020,"Tabla de cálculos de reajustes, intereses y multas octubre 2020.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu59.pdf
Circular N° 58 del 10 de Septiembre del 2020,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de septiembre de 2020 y el 9 de octubre de 2020, ambos inclusive.",Fuente: Subdirección Jurídica.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu58.pdf
Circular N° 57 del 10 de Septiembre del 2020,Tablas de Impuesto Único de Segunda Categoría para el mes de octubre de 2020 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu57.pdf
Circular N° 56 del 04 de Septiembre del 2020,"Instruye sobre las modificaciones efectuadas por la Ley N° 21.210 a la Ley sobre Impuesto a la Renta y demás normas legales, en materia de Impuesto Adicional.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu56.pdf
Circular N° 55 del 18 de Agosto del 2020,"Imparte instrucciones sobre exención a la importación de bienes de capital establecida en el artículo 12, letra B, N° 10 del Decreto Ley N° 825 de 1974, Ley sobre Impuesto a las Ventas y Servicios, modificado por las Leyes N° 20.848, N° 20.899 y N° 21.210. Deja sin efecto la Circular N° 48 de 1978.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu55.pdf
Circular N° 54 del 13 de Agosto del 2020,"Tabla de cálculos de reajustes, intereses y multas septiembre 2020.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu54.pdf
Circular N° 53 del 10 de Agosto del 2020,"Imparte instrucciones sobre modificaciones introducidas al artículo 21 y 31 de la Ley sobre Impuesto a la Renta por el N° 11 y 13 del artículo segundo de la Ley N° 21.210, publicada en el Diario Oficial de 24 de febrero de 2020.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu53.pdf
Circular N° 52 del 10 de Agosto del 2020,Tablas de Impuesto Único de Segunda Categoría para el mes de septiembre de 2020 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu52.pdf
Circular N° 51 del 10 de Agosto del 2020,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de agosto de 2020 y el 9 de septiembre de 2020, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu51.pdf
Circular N° 50 del 31 de Julio del 2020,Imparte instrucciones sobre Registro de Compras y Ventas contenido en la Ley sobre Impuesto a las Ventas y Servicios.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu50.pdf
Circular N° 49 del 20 de Julio del 2020,"Imparte instrucciones sobre declaración y pago del denominado impuesto a las fuentes fijas contaminantes, contenido en el artículo 8° de la Ley N° 20.780, modificado en las leyes N° 20.899...",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu49.pdf
Circular N° 48 del 14 de Julio del 2020,"Tabla de cálculos de reajustes, intereses y multas agosto 2020.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu48.pdf
Circular N° 47 del 09 de Julio del 2020,Tablas de Impuesto Único de Segunda Categoría para el mes de agosto de 2020 e información adicional relacionada con dicho tributo.,Fuente: Oficina de Gestión Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu47.pdf
Circular N° 46 del 09 de Julio del 2020,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de julio de 2020 y el 9 de agosto de 2020, ambos inclusive.",Fuente: Oficina de Gestión Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu46.pdf
Circular N° 45 del 07 de Julio del 2020,"Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.210 a los artículos 41 F y 41 G de la Ley sobre Impuesto a la Renta. Reemplaza, en lo pertinente, la Circular N° 12 de 2015.Complementa Circular N° 40 de 2016.",Fuente: Impuestos Directos,https://www.sii.cl/normativa_legislacion/circulares/2020/circu45.pdf
Circular N° 44 del 26 de Junio del 2020,"Imparte instrucciones sobre Ley N° 21.210, de 24 de febrero de 2020, que modifica los artículos 6° letra A) Nº 2 y B), N° 4, 56; 26 bis; 98, 99, 100 bis, 111 bis y 165 del Código Tributario y articulo trigésimo tercero transitorio de la referida ley. Circular Miscelánea sobre Modificaciones al Código Tributario.",Fuente: Departamento de Asesoría Jurídica.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu44.pdf
Circular N° 43 del 24 de Junio del 2020,"Imparte instrucciones sobre aplicación del régimen opcional de impuesto sustitutivo de los impuestos finales establecido en el artículo vigésimo quinto transitorio de la Ley N° 21.210, que moderniza la legislación tributaria.",Fuente: Impuestos Directos.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu43.pdf
Circular N° 42 del 11 de Junio del 2020,Imparte instrucciones sobre la tributación y régimen de administración del Impuesto al Valor Agregado a servicios realizados por prestadores domiciliados o residentes en el extranjero.,Fuente: Impuestos Indirectos.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu42.pdf
Circular N° 41 del 11 de Junio del 2020,"Tabla de cálculos de reajustes, intereses y multas julio 2020.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu41.pdf
Circular N° 40 del 08 de Junio del 2020,Tablas de Impuesto Único de Segunda Categoría para el mes de julio de 2020 e información adicional relacionada con dicho tributo.,Fuente: Oficina de Gestión Normativa,https://www.sii.cl/normativa_legislacion/circulares/2020/circu40.pdf
Circular N° 39 del 08 de Junio del 2020,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de junio de 2020 y el 9 de julio de 2020, ambos inclusive.",Fuente: Oficina de Gestión Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu39.pdf
Circular N° 38 del 25 de Mayo del 2020,"Imparte instrucciones sobre aplicación de la disminución transitoria de las tasas que establecen los artículos 1° numeral 3), 2° y 3° del Decreto Ley N° 3.475, de 1980, Ley sobre Impuesto de Timbres y Estampillas, dispuesta por la Ley N° 21.225, publicada en el Diario Oficial de fecha 02 de abril de 2020.",Fuente: Técnica Tributaria.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu38.pdf
Circular N° 37 del 20 de Mayo del 2020,"Imparte instrucciones sobre las modificaciones introducidas por el artículo tercero de la Ley N° 21.210, al Decreto Ley N° 825, de 1974, Ley sobre Impuesto a las Ventas y Servicios, en materia de inmuebles.",Fuente: Impuestos Indirectos.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu37.pdf
Circular N° 36 del 15 de Mayo del 2020,"Tabla de cálculos de reajustes, intereses y multas junio 2020.",Fuente: Subdirección de Fiscalización,https://www.sii.cl/normativa_legislacion/circulares/2020/circu36.pdf
Circular N° 35 del 15 de Mayo del 2020,"Tabla de Cálculos de Reajustes, Intereses y Multas sobre Pagos Provisionales Mensuales Obligatorios (PPM) con obligación tributaria anual cumplida, para aplicarse durante el AÑO 2020.",Fuente: Subdirección de Fiscalización,https://www.sii.cl/normativa_legislacion/circulares/2020/circu35.pdf
Circular N° 34 del 11 de Mayo del 2020,Tablas de Impuesto Único de Segunda Categoría para el mes de junio de 2020 e información adicional relacionada con dicho tributo.,Fuente: Oficina de Gestión Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu34.pdf
Circular N° 33 del 11 de Mayo del 2020,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de mayo de 2020 y el 9 de junio de 2020, ambos inclusive.",Fuente: Oficina de Gestión Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu33.pdf
Circular N° 32 del 29 de Abril del 2020,Tratamiento tributario de gastos y donaciones asociados al brote mundial del virus denominado coronavirus-2 o COVID-19 tras las modificaciones introducidas al artículo 31 de la Ley sobre Impuesto a la Renta por el N° 13 del artículo 2° de la Ley N° 21.210. Deja sin efecto Circular N° 19 de 2010.,Fuente: Impuestos Directos.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu32.pdf
Circular N° 31 del 24 de Abril del 2020,"Imparte instrucciones sobre nuevos regímenes transitorios de depreciación de los activos inmovilizados establecidos en los artículos vigésimo primero transitorio y vigésimo segundo transitorio de la Ley N° 21.210, de 24 de febrero de 2020.",Fuente: Departamento de Impuestos Directos.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu31.pdf
Circular N° 30 del 21 de Abril del 2020,"Tabla de cálculos de reajustes, intereses y multas mayo 2020.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu30.pdf
Circular N° 29 del 13 de Abril del 2020,Tablas de Impuesto Único de Segunda Categoría para el mes de mayo de 2020 e información adicional relacionada con dicho tributo.,Fuente: Oficina de Gestión Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu29.pdf
Circular N° 28 del 09 de Abril del 2020,"Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.210, publicada el 24 de febrero de 2020, a la Ley N° 17.235, sobre Impuesto Territorial, en materia de sobretasa.",Fuente: Subdirección de Avaluaciones.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu28.pdf
Circular N° 27 del 09 de Abril del 2020,"Informa porcentaje de reajuste a aplicar a los impuestos anuales a la renta a declarar y pagar en el año tributario 2020, de acuerdo a lo dispuesto en el artículo 72 de la Ley sobre Impuesto a la Renta.",Fuente: Oficina de Gestión Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu27.pdf
Circular N° 26 del 09 de Abril del 2020,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de abril de 2020 y el 9 de mayo de 2020, ambos inclusive.",Fuente: Oficina de Gestión Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu26.pdf
Circular N° 25 del 08 de Abril del 2020,"Postergación del pago del Impuesto al Valor Agregado, e imparte instrucciones relativas a modificación efectuada por el artículo tercero, N° 29, de la Ley N° 21.210, al artículo 64 del Decreto Ley N° 825, de 1974, Ley sobre Impuesto a las Ventas y Servicios. Deroga instrucciones contenidas en Circular N° 61 de 2014.",Fuente: Departamento de Impuestos Indirectos.,https://www.sii.cl/normativa_legislacion/circulares/2020/circu25.pdf
