name,description,source,url
Circular N° 58 del 28 de Diciembre del 2022,Imparte instrucciones sobre proceso de sanción del delito tributario deroga Circular N° 8 del 14 de enero del 2010 y otras instrucciones.,Fuente: Departamento de Defensa Judicial Penal,https://www.sii.cl/normativa_legislacion/circulares/2022/circu58.pdf
Circular N° 57 del 26 de Diciembre del 2022,Imparte instrucciones sobre el impuesto establecido en el artículo 9° de la Ley N° 21.420.,Fuente: Subdirección de Avaluaciones.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu57.pdf
Circular N° 56 del 14 de Diciembre del 2022,"Tabla de cálculos de reajustes, intereses y multas enero 2023.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu56.pdf
Circular N° 55 del 09 de Diciembre del 2022,Tablas de impuesto único de segunda categoría para el mes de enero de 2023 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu55.pdf
Circular N° 54 del 09 de Diciembre del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de diciembre de 2022 y el 9 de enero de 2023, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu54.pdf
Circular N° 53 del 11 de Noviembre del 2022,"Tabla de cálculos de reajustes, intereses y multas diciembre 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu53.pdf
Circular N° 52 del 09 de Noviembre del 2022,"Tablas de Impuesto Único de Segunda Categoría para el mes de diciembre de 2022, e información adicional relacionada con dicho tributo.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu52.pdf
Circular N° 51 del 09 de Noviembre del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de noviembre de 2022 y el 9 de diciembre de 2022, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu51.pdf
Circular N° 50 del 27 de Octubre del 2022,"Imparte instrucciones sobre las modificaciones introducidas por los números 1 y 2 del artículo 6 de la Ley N° 21.420, a los artículos 2° N° 2°) y 12 letra E de la Ley sobre Impuesto a las Ventas y Servicios. Modifica el segundo párrafo del N° 3 de la letra B del Título II de la Circular N° 21 de 1991, en la forma que indica.",Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2022/circu50.pdf
Circular N° 49 del 18 de Octubre del 2022,"Imparte instrucciones en materias tributarias sobre el nuevo régimen de donaciones en apoyo a las entidades sin fines de lucro establecido en el Título VIII bis del Decreto Ley N° 3.063 de 1979, sobre Rentas Municipales; las donaciones efectuadas en conformidad con el artículo 69 de la Ley N° 18.681; y las donaciones efectuadas en conformidad con lo dispuesto en el artículo 68 de la Ley N° 19.300. Modifica Circular N° 24 de 1993.",Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2022/circu49.pdf
Circular N° 48 del 12 de Octubre del 2022,"Instruye sobre las multas aplicables al incumplimiento de informar inversiones en el exterior y sus rentas, conforme a lo dispuesto en la Ley sobre Impuesto a la Renta y Código Tributario.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu48.pdf
