name,description,source,url
Resolución Exenta SII N° 135 del 30 de Diciembre del 2024,FIJA NÓMINA DE GRANDES CONTRIBUYENTES,Fuente: Dirección de Grandes Contribuyentes.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso135.pdf
Resolución Exenta SII N° 134 del 30 de Diciembre del 2024,Aprueba Adendum al Convenio de Intercambio de Información y Colaboración entre la Unidad de Análisis Financiero y el Servicio de Impuestos Internos,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso134.pdf
Resolución Exenta SII N° 133 del 26 de Diciembre del 2024,Fija tasas de interés a aplicar por mora en el pago de todo o parte de impuestos o contribuciones para los semestres que se indican,Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso133.pdf
Resolución Exenta SII N° 132 del 26 de Diciembre del 2024,"Fija nóminas de agentes retenedores y de contribuyentes sujetos a retención, conforme a Resolución Ex. SII N° 42, de 30 de abril de 2018, que dispuso el cambio de sujeto para el cumplimiento de IVA.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso132.pdf
Resolución Exenta SII N° 131 del 26 de Diciembre del 2024,"Fija valores de terrenos y construcciones para el reavalúo 2025, de los bienes raíces no agrícolas correspondientes a sitios no edificados, propiedades abandonadas o pozos lastreros, ubicados en las áreas urbanas.",Fuente: Subdirección de Avaluaciones.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso131.pdf
Resolución Exenta SII N° 130 del 26 de Diciembre del 2024,Suprime el departamento Subdirección de Asuntos Corporativos.,Fuente: Servicio de Impuestos Internos.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso130.pdf
Resolución Exenta SII N° 129 del 26 de Diciembre del 2024,"Reorganiza las unidades que conforman el departamento Subdirección de Gestión Estratégica y Estudios Tributarios, establece funciones, ámbito de competencia y deja sin efecto Resolución Exenta N°57 de 2023",Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso129.pdf
Resolución Exenta SII N° 128 del 26 de Diciembre del 2024,"Reorganiza las unidades que conforman el departamento subdirección de asistencia al contribuyente, establece funciones, ámbito de competencia; deja sin efecto resoluciones exentas SII N°20 de 2021 Y N°86 de 2022.",Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso128.pdf
Resolución Exenta SII N° 127 del 23 de Diciembre del 2024,"Fija nómina de bienes afectos, según lo establecido en el Artículo 9 de la Ley N° 21.420, modificada por el Artículo 5° de la Ley N° 21.713.",Fuente: Subdirección de Avaluaciones.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso127.pdf
Resolución Exenta SII N° 126 del 20 de Diciembre del 2024,Complementa lista anexa de la Resolución Exenta N°08 de 2024.,Fuente: Subdirección de Avaluaciones.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso126.pdf
Resolución Exenta SII N° 125 del 20 de Diciembre del 2024,"Incorpórase a comisión nacional de riego, en la nómina de entidades para ser receptora de la carpeta tributaria por mandato.",Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso125.pdf
Resolución Exenta SII N° 124 del 19 de Diciembre del 2024,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre la Corporación de Fomento de la Producción y el Servicio de Impuestos Internos.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso124.pdf
Resolución Exenta SII N° 123 del 19 de Diciembre del 2024,Autoriza acceso a los Servicios de Interoperabilidad Cartografía Digital “SII-MAPAS” a la Ilustre Municipalidad de Lo Espejo.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2024/reso123.pdf
