name,description,source,url
Circular N° 66 del 16 de Diciembre del 2021,"Tabla De Cálculos De Reajustes, Intereses Y Multas Enero 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu66.pdf
Circular N° 65 del 09 de Diciembre del 2021,"Tablas de Impuesto Único de Segunda Categoría para el mes de enero de 2022, e información adicional relacionada con dicho tributo.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu65.pdf
Circular N° 64 del 09 de Diciembre del 2021,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de diciembre de 2021 y el 9 de enero de 2022, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu64.pdf
Circular N° 63 del 25 de Noviembre del 2021,"Imparte instrucciones sobre la definición de residente contenida en el N° 8° del artículo 8° del Código Tributario, reemplazada por la Ley N° 21.210 y sobre el concepto domicilio para fines tributarios.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu63.pdf
Circular N° 62 del 23 de Noviembre del 2021,"Tabla de cálculos de reajustes, intereses y multas diciembre 2021.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu62.pdf
Circular N° 61 del 10 de Noviembre del 2021,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de noviembre de 2021 y el 9 de diciembre de 2021, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu61.pdf
Circular N° 60 del 10 de Noviembre del 2021,"Tablas de Impuesto Único de Segunda Categoría para el mes de diciembre de 2021, e información adicional relacionada con dicho tributo.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu60.pdf
Circular N° 59 del 22 de Octubre del 2021,Aplicación de la cláusula de la nación más favorecida a los convenios que indica,Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2021/circu59.pdf
Circular N° 58 del 14 de Octubre del 2021,"Tabla de cálculos de reajustes, intereses y multas noviembre 2021.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu58.pdf
Circular N° 57 del 13 de Octubre del 2021,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de octubre de 2021 y el 9 de noviembre de 2021, ambos inclusive.",Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2021/circu57.pdf
Circular N° 56 del 13 de Octubre del 2021,Tablas de Impuesto Único de Segunda Categoría para el mes de noviembre de 2021 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2021/circu56.pdf
Circular N° 55 del 08 de Octubre del 2021,Imparte instrucciones sobre la contribución para el desarrollo regional introducida por el artículo trigésimo segundo de la Ley N° 21.210.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu55.pdf
Circular N° 54 del 30 de Septiembre del 2021,"Imparte instrucciones sobre la modificación al artículo 35 de la Ley sobre Impuesto a la Renta, contenida en el artículo 1° del Decreto Ley N° 824 de 1974, por la Ley N° 21.210.",Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2021/circu54.pdf
Circular N° 53 del 10 de Septiembre del 2021,"Tabla de cálculos de reajustes, intereses y multas octubre 2021.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu53.pdf
Circular N° 52 del 10 de Septiembre del 2021,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de septiembre de 2021 y el 9 de octubre de 2021, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu52.pdf
Circular N° 51 del 10 de Septiembre del 2021,Tablas de Impuesto Único de Segunda Categoría para el mes de octubre de 2021 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu51.pdf
Circular N° 50 del 13 de Agosto del 2021,"Tabla de cálculos de reajustes, intereses Y multas septiembre 2021.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2021/circu50.pdf
