name,description,source,url
Resolución Exenta SII N° 129 del 29 de Diciembre del 2022,"Fija Valores De Terrenos Y Construcciones Para El Reavalúo 2023, De Los Bienes Raíces No Agrícolas Correspondientes A Sitios No Edificados, Propiedades Abandonadas O Pozos Lastreros, Ubicados En Las Áreas Urbanas.",Fuente: Subdirección de Avaluaciones.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso129.pdf
Resolución Exenta SII N° 128 del 29 de Diciembre del 2022,Establece forma de declaración y pago de los impuestos establecidos en el decreto Ley Nº 3475 de 1980 sobre impuesto de timbres y estampillas. Deja sin efecto resolución exenta Nº 2824 de 1994.,Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso128.pdf
Resolución Exenta SII N° 127 del 28 de Diciembre del 2022,"Regula obligación de presentar declaración anual sobre operaciones en el exterior por medio de formulario N° 1929; deja sin efecto resoluciones exentas SII Nº120 de 2016, N°105 de 2017, N°87 de 2018, N°109 de 2020.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso127.pdf
Resolución Exenta SII N° 126 del 28 de Diciembre del 2022,"Fija nóminas de agentes retenedores y de contribuyentes sujetos a retención, conforme a resolución Ex. SII N° 42, de 30 de abril de 2018, que dispuso el cambio de sujeto para el cumplimiento de IVA.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso126.pdf
Resolución Exenta SII N° 125 del 26 de Diciembre del 2022,Instruye giro y pago del impuesto establecido en el artículo 9 de la Ley 21.420.,Fuente: Subdirección de Avaluaciones.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso125.pdf
Resolución Exenta SII N° 124 del 26 de Diciembre del 2022,"Fija registro del precio corriente en plaza de helicópteros, aviones y yates, según lo establecido en el artículo 9° de la Ley N° 21.420.",Fuente: Subdirección de Avaluaciones.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso124.pdf
Resolución Exenta SII N° 123 del 21 de Diciembre del 2022,Autoriza a emitir mensualmente una única boleta electrónica de ventas y servicios en la forma y condiciones que indica.,Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso123.pdf
Resolución Exenta SII N° 122 del 21 de Diciembre del 2022,"Aprueba Acuerdo entre el Servicio de Impuestos Internos y la Defensoría del Contribuyente, sobre implementación de la Clave Tributaria.",Fuente: Subdirección de Asuntos Corporativos.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso122.pdf
Resolución Exenta SII N° 121 del 21 de Diciembre del 2022,"Autoriza a sociedad de servicios transaccionales caja vecina S.A., Rut N°76.727.730-K, para retener y enterar en arcas fiscales el impuesto al valor agregado según se indica.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso121.pdf
Resolución Exenta SII N° 120 del 14 de Diciembre del 2022,"Fija nómina “contribuyentes iva sd afectos a cambio de sujeto” a que se refiere la Resolución Ex. SII N°46 de 2022, respecto de cuyos servicios se retendrá el impuesto al valor agregado conforme al inciso 7° del artículo 3° de la Ley sobre Impuesto a las Ventas y Servicios.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso120.pdf
Resolución Exenta SII N° 119 del 07 de Diciembre del 2022,"Renueva plazo establecido por resolución Ex. SII N° 123, de 2019.",Fuente: Subdirección de Avaluaciones.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso119.pdf
Resolución Exenta SII N° 118 del 07 de Diciembre del 2022,Aprueba Addendum al Convenio entre la Subsecretaría de Economía y Empresas de Menor Tamaño y el Servicio de Impuestos Internos para la Interoperación que se deriva de la Implementación de la ley 20.659 y su reglamento.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso118.pdf
Resolución Exenta SII N° 117 del 02 de Diciembre del 2022,Aprueba convenio de colaboración mutua entre Servicio de Impuestos Internos y Universidad de La Serena.,Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso117.pdf
Resolución Exenta SII N° 116 del 02 de Diciembre del 2022,"Establece procedimiento para presentar la declaración jurada sobre aviso de intención de permanencia en chile, de acuerdo a la Circular N° 63 de 2021.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso116.pdf
Resolución Exenta SII N° 115 del 30 de Noviembre del 2022,Instruye sobre los procedimientos para el registro de las sociedades de profesionales.,Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso115.pdf
Resolución Exenta SII N° 114 del 28 de Noviembre del 2022,"Establece forma de presentar solicitud de acuerdo anticipado de precios de transferencia, artículo 41 E N°7 de la Ley sobre impuesto a la renta y modifica resolución SII Ex. N° 68 de 2013.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso114.pdf
Resolución Exenta SII N° 113 del 25 de Noviembre del 2022,"Establece formato, contenido y medio de envío del reporte de saldos y sumas de abonos de cuentas financieras, según artículo 85 bis del Código Tributario.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso113.pdf
Resolución Exenta SII N° 112 del 25 de Noviembre del 2022,Aprueba Addendum al Convenio de Colaboración entre el Servicio de Impuestos Internos y la Subsecretaría del Trabajo.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso112.pdf
Resolución Exenta SII N° 111 del 25 de Noviembre del 2022,Aprueba Convenio de Intercambio de Información y Colaboración entre la Superintendencia de Seguridad Social y el Servicio de Impuestos Internos.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso111.pdf
Resolución Exenta SII N° 110 del 25 de Noviembre del 2022,Aprueba Convenio de Intercambio de Información y Colaboración entre la Dirección General de Concesiones y el Servicio de Impuestos Internos.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso110.pdf
Resolución Exenta SII N° 109 del 21 de Noviembre del 2022,Aprueba Addendum al Convenio de Colaboración entre el Ministerio Secretaría General de la Presidencia y el Servicio de Impuestos Internos.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso109.pdf
Resolución Exenta SII N° 108 del 21 de Noviembre del 2022,Aprueba Convenio de Intercambio de Información y Colaboración entre la Comisión Chilena del Cobre y el Servicio de Impuestos Internos.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso108.pdf
Resolución Exenta SII N° 107 del 17 de Noviembre del 2022,Aprueba convenio de colaboración mutua entre servicio de impuestos internos y coorporación instituto profesional escuela de contadores auditores de santiago,Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso107.pdf
Resolución Exenta SII N° 106 del 17 de Noviembre del 2022,"Fija criterios generales para aceptar las bases de acuerdo para conciliar y avenir, conforme con lo dispuesto en los artículos 132, 132 BIS y 132 TER del Código Tributario.",Fuente: Subdirección Jurídica.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso106.pdf
Resolución Exenta SII N° 105 del 16 de Noviembre del 2022,Aprueba Convenio de Intercambio de Información y Colaboración entre el Instituto Nacional de Estadística y el Servicio de Impuestos Internos.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso105.pdf
Resolución Exenta SII N° 104 del 15 de Noviembre del 2022,Autoriza a proceder conforme al modelo de operación de contabilidad electrónica a los contribuyentes que señala.,Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso104.pdf
Resolución Exenta SII N° 103 del 15 de Noviembre del 2022,Delega Facultad Que Indica En El funcionario Que Se Individualiza.,Fuente: Subdirección Jurídica.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso103.pdf
Resolución Exenta SII N° 102 del 08 de Noviembre del 2022,Aprueba convenio de intercambio de información y colaboración entre el Servicio de Impuestos Internos y la Cámara de Comercio de Santiago A.G.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso102.pdf
Resolución Exenta SII N° 101 del 27 de Octubre del 2022,"Elimina la obligación de autorizar ante el servicio de impuestos internos, los certificados de donaciones que se señalan.",Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso101.pdf
Resolución Exenta SII N° 100 del 27 de Octubre del 2022,Autoriza a contribuyente que indica para emitir boletas de prestación de servicios de terceros electrónicas bajo las condiciones que se indican,Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso100.pdf
Resolución Exenta SII N° 99 del 26 de Octubre del 2022,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre el la Comisión Administradora del Sistema de Créditos para Estudios Superiores y el Servicio de Impuestos Internos.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso99.pdf
Resolución Exenta SII N° 98 del 18 de Octubre del 2022,Deja sin efecto aplicación de reajustes e intereses penales correspondientes a la tercera cuota de contribuciones con vencimiento 30 de septiembre de 2022 y dispone la imputación de las sumas pagadas indebidamente por los contribuyentes en casos que indica.,Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso98.pdf
Resolución Exenta SII N° 97 del 06 de Octubre del 2022,Delega facultad que indica en el funcionario que se individualiza,Fuente: Subdirección Jurídica.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso97.pdf
Resolución Exenta SII N° 96 del 06 de Octubre del 2022,Delega facultad que indica en el funcionario que se individualiza,Fuente: Subdirección Jurídica.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso96.pdf
Resolución Exenta SII N° 95 del 06 de Octubre del 2022,"Fija plazo para la presentación de declaraciones juradas que se indican, para el año tributario 2023",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso95.pdf
Resolución Exenta SII N° 94 del 04 de Octubre del 2022,Declara término de giro según lo dispuesto en el inciso final del artículo 69 del Código Tributario.,Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso94.pdf
Resolución Exenta SII N° 93 del 04 de Octubre del 2022,"Complementa nómina de grandes contribuyentes establecida en la Resolución Ex. SII N° 142, de fecha 30 de diciembre de 2021.",Fuente: Dirección de Grandes Contribuyentes.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso93.pdf
Resolución Exenta SII N° 92 del 29 de Septiembre del 2022,"Exime a instituciones que indica, de la obligación de autorización previa a la emisión, de los certificados de donaciones y fija requisitos que se señalan.",Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso92.pdf
Resolución Exenta SII N° 91 del 29 de Septiembre del 2022,Aprueba Convenio de Intercambio de Información y Colaboración entre la Agencia de Promoción de la Inversión Extranjera y el Servicio de Impuestos Internos.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso91.pdf
Resolución Exenta SII N° 90 del 22 de Septiembre del 2022,Incorpora nueva columna al registro REX por operaciones afectas al impuesto único del artículo 107 de la Ley sobre Impuesto a la Renta.,Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso90.pdf
Resolución Exenta SII N° 89 del 15 de Septiembre del 2022,Aprueba Convenio de Intercambio de información y colaboración entre el Servicio de Impuestos Internos y la Ilustre Municipalidad de Villa Alemana.,Fuente: Subdirección de Gestión Estratégica y Estudios Tributarios.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso89.pdf
Resolución Exenta SII N° 88 del 15 de Septiembre del 2022,Aprueba convenio de colaboración entre Servicio de Impuestos Internos y Universidad de Las Américas,Fuente: Subdirección de Asistencia al Contribuyente.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso88.pdf
Resolución Exenta SII N° 87 del 14 de Septiembre del 2022,"Instruye sobre la forma y plazo para declarar y pagar las retenciones adicionales, los pagos provisionales mensuales adicionales y pagos anticipados del préstamo tasa cero establecido en la Ley N° 21.323.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso87.pdf
